Row-names,Symbol,logFC,adj-P-Val,data
AC025627.9,NA,0.696328773,0.881813006, 
AC026150.5,NA,-0.732436252,0.801972434, 
AC026150.6,NA,0.195739463,1, 
AC026150.8,NA,0.365698879,0.842482412, 
AC026202.3,NA,0.479914473,0.767874229, 
AC026202.5,NA,-0.375510802,0.685735204, 
AC026461.1,NA,0,1, 
AC026740.1,NA,0.31717927,0.823392183, 
AC026954.6,NA,-0.282665636,0.947482726, 
AC027228.1,NA,0,1, 
AC027307.3,NA,-1.874928516,0.47586458, 
AC027601.1,NA,1.164183413,0.617357778, 
AC027612.3,NA,0.091351134,0.953850059, 
AC027612.4,NA,-1.557416007,0.573055025, 
AC027612.6,NA,0.30539679,0.993841793, 
AC027763.2,NA,-0.214748498,1, 
AC034102.1,NA,0,1, 
AC034110.1,NA,0,1, 
AC034220.3,NA,0.176954812,0.845523361, 
AC034228.2,NA,-0.372114977,0.910207285, 
AC034228.7,NA,0.024191843,1, 
AC034229.1,NA,0,1, 
AC037459.4,NA,1.478572719,0.648045884, 
AC040977.1,NA,-0.095158224,1, 
AC046143.6,NA,-1.017419744,0.755969871, 
AC051649.12,NA,0.060714131,0.982528881, 
AC051649.6,NA,-1.067066066,0.677708038, 
AC053503.4,NA,0,1, 
AC060834.2,NA,-0.337324214,0.76283508, 
AC061961.2,NA,0.356006571,0.778854769, 
AC061975.6,NA,-0.034141971,1, 
AC061992.2,NA,-0.789696326,0.688190095, 
AC062017.1,NA,-0.570934993,0.927211469, 
AC062020.2,NA,0,1, 
AC062028.1,NA,-1.50057171,0.084475456, 
AC062029.1,NA,-1.731593027,0.63822117, 
AC063976.3,NA,0,1, 
AC063976.7,NA,0,1, 
AC064865.1,NA,-0.36811222,0.688190095, 
AC064871.3,NA,-0.530985097,0.79552937, 
AC064875.2,NA,0,1, 
AC067945.2,NA,-0.912321865,0.638195654, 
AC067956.1,NA,0,1, 
AC067960.1,NA,-1.024528221,0.758400016, 
AC068039.4,NA,0.261397264,0.996068347, 
AC068057.1,NA,-1.117617556,0.633141431, 
AC068134.5,NA,-2.27938978,0.432206502, 
AC068134.6,NA,-2.124352738,0.04309892, 
AC068134.8,NA,-0.119965315,1, 
AC068138.1,NA,-0.107255557,1, 
AC068282.3,NA,-0.080799148,1, 
AC068499.10,NA,-0.452670575,0.655551602, 
AC068533.7,NA,0.726303397,0.87029039, 
AC068535.2,NA,0,1, 
AC068538.4,NA,-0.220988337,0.993185492, 
AC068580.6,NA,0.116312236,0.880075147, 
AC068580.7,NA,-0.074822254,1, 
AC068831.10,NA,0.159937825,1, 
AC068831.6,NA,-0.282665636,0.735453054, 
AC068858.1,NA,-1.580729362,0.71327472, 
AC069154.4,NA,0.070733491,0.968270412, 
AC069213.1,NA,-1.239089405,0.498407715, 
AC069257.8,NA,0.023277351,1, 
AC069277.2,NA,0.647212098,0.498755, 
AC069363.1,NA,0,1, 
AC069368.3,NA,-0.211749314,1, 
AC069513.4,NA,-1.212441896,0.578778088, 
AC069547.2,NA,0.023277351,1, 
AC072062.1,NA,-0.113678973,0.889900476, 
AC072062.3,NA,0.034375881,1, 
AC073043.1,NA,-1.008775978,0.321134522, 
AC073046.25,NA,0.771196603,0.768687953, 
AC073072.5,NA,-1.02915428,0.660826226, 
AC073115.6,NA,-0.152078919,0.849594978, 
AC073128.10,NA,0.182818963,0.936327784, 
AC073130.3,NA,0.050408465,0.998307453, 
AC073133.1,NA,0.099222538,1, 
AC073133.2,NA,0,1, 
AC073135.3,NA,-1.888540055,0.480976155, 
AC073135.4,NA,-0.347548112,0.887096924, 
AC073218.1,NA,0,1, 
AC073236.3,NA,-2.288199451,0.26824304, 
AC073254.1,NA,-2.378837566,0.371057886, 
AC073257.1,NA,0,1, 
AC073257.2,NA,-0.51532279,0.660360005, 
AC073283.4,NA,-1.287642149,0.765501685, 
AC073284.4,NA,0,1, 
AC073316.1,NA,-0.97533314,0.755361278, 
AC073321.3,NA,0,1, 
AC073321.4,NA,-0.96359031,0.713148099, 
AC073325.1,NA,0.891196155,0.756663696, 
AC073610.5,NA,0,1, 
AC073636.1,NA,0,1, 
AC073928.2,NA,0,1, 
AC073934.6,NA,-0.664826385,0.786196874, 
AC073987.1,NA,0,1, 
AC074011.2,NA,-0.220988337,0.969348352, 
AC074019.1,NA,0,1, 
AC074091.13,NA,-1.455479597,0.317690045, 
AC074117.10,NA,-2.388871726,0.059945167, 
AC074138.3,NA,0.539675344,0.944283179, 
AC074183.4,NA,-0.788190811,0.838386037, 
AC074212.3,NA,-0.009911471,1, 
AC074212.6,NA,0.187830222,0.848402996, 
AC074286.1,NA,-0.087678135,0.982528881, 
AC074289.1,NA,0.317388315,0.976986126, 
AC074389.9,NA,0.278869304,0.812020281, 
AC074391.1,NA,-0.719732865,0.622897265, 
AC078842.3,NA,-0.181989456,0.801592737, 
AC078883.3,NA,-0.371825739,0.686965678, 
AC078899.1,NA,0.039799649,1, 
AC078925.1,NA,0,1, 
AC079112.1,NA,-0.379167841,0.947914399, 
AC079135.1,NA,0,1, 
AC079145.4,NA,-0.519070381,0.856226511, 
AC079154.1,NA,-0.138345833,0.98805782, 
AC079210.1,NA,0,1, 
AC079305.10,NA,0.023277351,1, 
AC079305.8,NA,0.428790306,0.776154495, 
AC079325.6,NA,0.653585327,0.884109066, 
AC079341.1,NA,0,1, 
AC079354.1,NA,-1.733331573,0.118311179, 
AC079354.2,NA,-0.664010113,0.113809465, 
AC079466.1,NA,-0.085589434,0.947838622, 
AC079586.1,NA,-0.138345833,1, 
AC079610.2,NA,0,1, 
AC079612.1,NA,-1.253044679,0.703663924, 
AC079613.1,NA,0,1, 
AC079742.4,NA,0,1, 
AC079767.4,NA,-0.966085286,0.617291881, 
AC079776.3,NA,-0.045834508,1, 
AC079779.4,NA,-0.443798256,0.796748404, 
AC079779.5,NA,-2.064031893,0.363270999, 
AC079779.6,NA,-0.274431353,0.913327591, 
AC079779.7,NA,-1.912419301,0.48490326, 
AC079807.2,NA,-0.051919565,1, 
AC079807.4,NA,0.420438197,0.970079045, 
AC079922.3,NA,-0.501054426,0.957099368, 
AC083799.1,NA,-0.979449664,0.648045884, 
AC083843.2,NA,-1.356589663,0.257838261, 
AC083867.4,NA,-0.530985097,0.845987177, 
AC083899.3,NA,0.103863195,1, 
AC083949.1,NA,-0.765955415,0.740425884, 
AC084018.1,NA,-0.45466419,0.879559486, 
AC084082.3,NA,0.24820192,0.965791932, 
AC084121.17,NA,-0.868645955,0.789124869, 
AC084125.4,NA,0,1, 
AC084219.4,NA,0.392605395,0.917411976, 
AC084809.2,NA,-0.900146573,0.680238342, 
AC084809.3,NA,0,1, 
AC087294.2,NA,0.457011195,0.834362097, 
AC087393.1,NA,-0.1949875,0.788504015, 
AC087491.2,NA,-0.133512643,0.929318754, 
AC087499.7,NA,-3.359910863,0.013992314, 
AC087501.1,NA,0,1, 
AC090044.1,NA,-0.451303503,0.902815464, 
AC090044.2,NA,-2.104662779,0.477986106, 
AC090103.1,NA,0.099222538,0.926497504, 
AC090425.1,NA,0.673255562,0.758809445, 
AC090505.6,NA,-1.634445397,0.59755797, 
AC090587.2,NA,-0.095627049,0.917411976, 
AC090587.5,NA,0.243938113,0.80893093, 
AC090616.2,NA,0.059834629,1, 
AC090939.1,NA,-0.107309365,0.900394528, 
AC090952.5,NA,0,1, 
AC090957.2,NA,0,1, 
AC090958.5,NA,-0.880001288,0.648045884, 
AC091132.1,NA,-0.095627049,0.917411976, 
AC091167.3,NA,-0.095627049,1, 
AC091493.2,NA,0.180616506,0.842482412, 
AC091633.3,NA,0.381934408,0.775319922, 
AC091729.9,NA,-0.611023319,0.874053553, 
AC091801.1,NA,-0.375510802,0.878104496, 
AC091814.2,NA,-0.150615891,1, 
AC091814.3,NA,-1.013804983,0.571239121, 
AC091878.1,NA,0.075640692,1, 
AC091969.1,NA,0.032004823,1, 
AC092071.1,NA,-0.074130807,0.957099368, 
AC092155.4,NA,0.094627906,0.929278282, 
AC092159.2,NA,0.399371519,0.921816666, 
AC092162.1,NA,0.419517976,0.940680465, 
AC092168.3,NA,-0.38279728,0.713608373, 
AC092168.4,NA,0,1, 
AC092171.4,NA,-0.133512643,0.863341744, 
AC092198.1,NA,-0.921200483,0.704763119, 
AC092295.7,NA,-0.292981038,0.998307453, 
AC092299.6,NA,0,1, 
AC092299.7,NA,0.464155831,0.715973232, 
AC092299.8,NA,-0.417580583,0.969487779, 
AC092301.3,NA,0,1, 
AC092415.1,NA,0.028869304,1, 
AC092568.1,NA,0,1, 
AC092573.2,NA,0,1, 
AC092580.3,NA,0,1, 
AC092580.4,NA,-1.99520076,0.274445282, 
AC092594.1,NA,-0.62917509,0.648045884, 
AC092620.2,NA,-0.356160611,0.931301903, 
AC092620.3,NA,0,1, 
AC092651.1,NA,0,1, 
AC092669.1,NA,0.099222538,0.921816666, 
AC092669.3,NA,-1.82384692,0.530537293, 
AC092675.3,NA,-1.339307303,0.279219868, 
AC092687.5,NA,0,1, 
AC092835.2,NA,-0.563596906,0.963841214, 
AC092850.1,NA,-0.960337321,0.650325257, 
AC092964.1,NA,0.070733491,0.968270412, 
AC093063.2,NA,-0.78725612,0.671870937, 
AC093074.1,NA,-0.337324214,0.867600396, 
AC093159.1,NA,0.554267576,0.636464703, 
AC093162.5,NA,0.29276123,0.854425975, 
AC093166.3,NA,0,1, 
AC093323.1,NA,-0.119965315,0.880075147, 
AC093323.3,NA,-0.224425791,0.826804929, 
AC093326.1,NA,-0.719732865,0.730831541, 
AC093326.2,NA,-1.281735164,0.594808438, 
AC093375.1,NA,0.343609144,0.944394253, 
AC093388.3,NA,-2.075317847,0.43194453, 
AC093391.2,NA,1.308627098,0.52285533, 
AC093415.2,NA,0.811076188,0.772722951, 
AC093495.4,NA,0.270448523,0.799418568, 
AC093510.1,NA,-0.607009953,0.880075147, 
AC093609.1,NA,-0.722985514,0.842482412, 
AC093616.4,NA,0.810963791,0.693935253, 
AC093627.10,NA,-1.453871361,0.387474874, 
AC093627.11,NA,0,1, 
AC093627.12,NA,-1.107171958,0.454449006, 
AC093627.7,NA,-2.385962309,0.464757548, 
AC093627.8,NA,-0.183060741,1, 
AC093627.9,NA,-0.281160042,0.982528881, 
AC093642.3,NA,-0.52716776,0.889095078, 
AC093642.4,NA,-0.141461557,0.845523361, 
AC093642.5,NA,-0.439875043,0.76826046, 
AC093668.2,NA,-0.869603081,0.712575871, 
AC093673.5,NA,-0.322629113,0.951307979, 
AC093677.1,NA,0,1, 
AC093702.1,NA,0,1, 
AC093734.1,NA,0.12984354,0.887096924, 
AC093802.1,NA,-1.595512402,0.607427605, 
AC093818.1,NA,0.299674135,1, 
AC093838.4,NA,-0.819602404,0.800396522, 
AC093847.1,NA,0,1, 
AC093901.1,NA,0,1, 
AC095067.1,NA,-0.025660193,1, 
AC096559.1,NA,-0.605332367,0.880075147, 
AC096574.4,NA,-0.552381344,0.926497504, 
AC096574.5,NA,-0.826826854,0.698651958, 
AC096579.13,NA,-0.161808942,1, 
AC096579.7,NA,-0.438004679,0.648045884, 
AC096582.1,NA,-0.729209001,0.759895683, 
AC096582.7,NA,-0.297378729,0.770897865, 
AC096649.2,NA,0,1, 
AC096649.3,NA,0,1, 
AC096677.1,NA,-1.362401424,0.638870519, 
AC096772.6,NA,-0.323750317,0.993185492, 
AC097359.1,NA,0.045143061,1, 
AC097374.2,NA,-3.278250201,0.027750738, 
AC097381.1,NA,-1.731662206,0.259869865, 
AC097468.4,NA,0.055598105,0.989236758, 
AC097468.7,NA,0.416946109,0.989104114, 
AC097495.2,NA,0.215323432,0.822856632, 
AC097499.1,NA,0,1, 
AC097500.2,NA,-0.399972436,0.968184197, 
AC097532.2,NA,0.060714131,0.982528881, 
AC097658.1,NA,-0.552080933,0.911759189, 
AC097662.2,NA,0,1, 
AC097713.3,NA,-0.576578008,0.653399341, 
AC097713.4,NA,-0.455044198,0.452918829, 
AC097724.3,NA,0.22963748,0.882479278, 
AC098617.1,NA,0.139610217,1, 
AC098820.3,NA,-0.558441599,0.885351649, 
AC098823.3,NA,-0.872179576,0.766539693, 
AC098824.6,NA,0,1, 
AC098828.2,NA,-0.031080529,1, 
AC098973.1,NA,-0.074130807,0.957099368, 
AC099344.2,NA,-1.413020924,0.63272888, 
AC099552.2,NA,-1.744178435,0.059959018, 
AC099552.3,NA,0,1, 
AC099552.4,NA,0.180616506,0.921499438, 
AC099684.1,NA,0,1, 
AC099850.1,NA,-0.17826679,1, 
AC100802.3,NA,-0.288595625,0.63012232, 
AC100830.3,NA,-0.949828802,0.648045884, 
AC102948.2,NA,0,1, 
AC102953.4,NA,0.15366899,1, 
AC102953.6,NA,0.070733491,0.968270412, 
AC103563.2,NA,-0.51532279,0.828948386, 
AC103563.5,NA,-0.038492406,1, 
AC103563.7,NA,-0.107309365,0.900394528, 
AC103563.8,NA,-0.049231824,1, 
AC103564.6,NA,-1.255884933,0.564072221, 
AC103564.7,NA,-1.184726229,0.759110273, 
AC103801.1,NA,-0.133512643,0.863341744, 
AC104024.1,NA,-0.379167841,0.923977363, 
AC104024.2,NA,0.050408465,0.998307453, 
AC104057.1,NA,-2.368334415,0.062868141, 
AC104135.3,NA,-0.694768463,0.675133403, 
AC104135.4,NA,-0.892739787,0.863341744, 
AC104389.16,NA,1.537030158,0.629816553, 
AC104389.28,NA,0.055598105,0.989236758, 
AC104438.1,NA,0.055598105,0.989236758, 
AC104532.2,NA,-0.034290105,1, 
AC104534.2,NA,0.070733491,0.977880418, 
AC104534.3,NA,-0.005480617,1, 
AC104653.1,NA,-0.339845978,0.950443013, 
AC104654.1,NA,-0.379167841,0.703004906, 
AC104655.3,NA,-1.409926722,0.669761198, 
AC104667.3,NA,0,1, 
AC104695.3,NA,-1.513895763,0.679936094, 
AC104695.4,NA,-0.644104398,0.730831541, 
AC104777.1,NA,-0.960337321,0.657202052, 
AC104777.2,NA,-0.161808942,0.957806196, 
AC104794.4,NA,0,1, 
AC104801.1,NA,-1.232130876,0.736310722, 
AC104809.2,NA,-0.060190748,0.990040738, 
AC104809.3,NA,-1.330191462,0.570533287, 
AC104809.4,NA,1.444311167,0.284203744, 
AC104820.2,NA,-0.123496176,1, 
AC104843.3,NA,-1.282871176,0.301806293, 
AC105020.1,NA,-0.43092725,0.734388689, 
AC105053.3,NA,0.295143061,0.887676111, 
AC105053.4,NA,-1.209949877,0.661901357, 
AC105206.1,NA,-0.161808942,0.849090922, 
AC105253.1,NA,0,1, 
AC105339.1,NA,-1.421424095,0.758892393, 
AC105393.2,NA,-0.897674082,0.783114716, 
AC105399.2,NA,0.046089488,1, 
AC105443.2,NA,-2.018391319,0.316330514, 
AC105760.2,NA,-0.604548927,0.870983797, 
AC105760.3,NA,-0.155148655,0.988158489, 
AC106706.1,NA,-0.180674258,1, 
AC106801.1,NA,0,1, 
AC106827.1,NA,0,1, 
AC106869.2,NA,0,1, 
AC106870.1,NA,0,1, 
AC107016.1,NA,0,1, 
AC107057.2,NA,-0.621340793,0.665484503, 
AC107070.1,NA,-0.853396546,0.731504313, 
AC107399.2,NA,0,1, 
AC107622.1,NA,0.023277351,1, 
AC107982.4,NA,-0.126496838,1, 
AC108004.2,NA,0.582878536,0.892066031, 
AC108004.3,NA,0,1, 
AC108025.2,NA,0.205257465,0.827212786, 
AC108039.1,NA,0,1, 
AC108056.1,NA,0.221881318,0.82032124, 
AC108142.1,NA,-1.136210277,0.569012216, 
AC108448.2,NA,0,1, 
AC108448.3,NA,-0.264516374,0.794676684, 
AC108488.4,NA,1.843756209,0.24722148, 
AC108868.3,NA,0,1, 
AC108868.5,NA,0,1, 
AC109309.4,NA,-0.809267797,0.754201296, 
AC109642.1,NA,-2.216903013,0.060494472, 
AC109826.1,NA,-0.725570785,0.87385421, 
AC109828.1,NA,0.057712157,1, 
AC109829.1,NA,0.451838731,0.76826046, 
AC110615.1,NA,0,1, 
AC110619.1,NA,-0.238358655,0.818301733, 
AC110619.2,NA,0,1, 
AC110771.1,NA,-1.408324468,0.599916823, 
AC110781.3,NA,0,1, 
AC111186.1,NA,-1.062930623,0.507096923, 
AC112198.1,NA,0.64250803,0.886712997, 
AC112693.2,NA,-1.400588178,0.611651208, 
AC112721.1,NA,0,1, 
AC112721.2,NA,0.193429623,0.905896389, 
AC113134.1,NA,-0.139993392,1, 
AC113167.2,NA,0.346932538,0.781128301, 
AC113189.5,NA,0.035683767,1, 
AC113607.2,NA,0.099222538,0.921816666, 
AC113607.3,NA,0,1, 
AC113608.1,NA,-0.644104398,0.650401245, 
AC113618.1,NA,-0.300154776,0.720400246, 
AC114730.2,NA,-1.17312472,0.684518091, 
AC114730.3,NA,-0.687834314,0.758400016, 
AC114752.1,NA,0,1, 
AC114752.3,NA,-0.252422472,0.992810436, 
AC114755.7,NA,0.137834589,1, 
AC114776.3,NA,-3.598638455,0.036190962, 
AC114783.1,NA,-0.995975723,0.635296333, 
AC114788.2,NA,-2.68127637,0.097792112, 
AC114814.4,NA,-0.725653664,0.30815071, 
AC114877.3,NA,-0.113678973,0.889900476, 
AC115618.1,NA,0.258926135,0.990161438, 
AC116035.1,NA,0,1, 
AC116050.1,NA,-2.8220728,0.138957011, 
AC116366.5,NA,-0.558086238,0.79714786, 
AC116366.6,NA,0.151792046,0.901906958, 
AC116407.2,NA,-0.719615018,0.593086864, 
AC116609.1,NA,-0.913922193,0.504224837, 
AC116609.2,NA,0,1, 
AC118138.2,NA,1.246273894,0.582027243, 
AC118754.4,NA,0,1, 
AC123023.1,NA,0.028869304,1, 
AC123768.4,NA,0.447808814,0.921816666, 
AC123886.2,NA,-0.710007968,0.703164086, 
AC124309.1,NA,-0.459503874,0.666382568, 
AC124789.1,NA,-0.253477958,0.965369768, 
AC124944.5,NA,-0.250440296,0.994944426, 
AC124997.1,NA,-0.264516374,0.97363105, 
AC125232.1,NA,-0.060640077,1, 
AC125421.1,NA,0,1, 
AC126182.1,NA,0,1, 
AC126365.1,NA,0.10735387,0.923977363, 
AC127383.1,NA,-1.12006211,0.578971426, 
AC128709.1,NA,0,1, 
AC128709.2,NA,-0.107309365,0.900394528, 
AC129778.2,NA,0,1, 
AC130710.1,NA,0,1, 
AC131025.8,NA,-0.399707547,0.610776515, 
AC131056.3,NA,0.687225024,0.765002606, 
AC131097.3,NA,0.133832834,1, 
AC131571.2,NA,0.154935271,0.858845812, 
AC131971.1,NA,-0.038492406,1, 
AC132186.1,NA,0,1, 
AC132217.4,NA,0,1, 
AC132872.2,NA,-0.17312472,0.812394649, 
AC133528.2,NA,1.204557826,0.526916312, 
AC133785.1,NA,-1.688932681,0.56592745, 
AC134915.1,NA,0,1, 
AC135048.13,NA,-0.393175259,0.921816666, 
AC135178.1,NA,-0.709405482,0.844993653, 
AC135983.2,NA,-3.222370981,0.051479524, 
AC136289.1,NA,0.070733491,0.976986126, 
AC136604.1,NA,0,1, 
AC137056.1,NA,-0.530985097,0.657202052, 
AC137723.5,NA,-2.11171466,0.016188284, 
AC137932.1,NA,0,1, 
AC137932.5,NA,0,1, 
AC137932.6,NA,-0.683051573,0.675765562, 
AC137934.1,NA,-0.113260657,1, 
AC138031.2,NA,-0.119965315,0.880075147, 
AC138035.1,NA,0,1, 
AC138035.2,NA,-0.77948696,0.763561944, 
AC138517.1,NA,-0.927702459,0.82121818, 
AC138647.1,NA,-1.218921584,0.685735204, 
AC138655.1,NA,0,1, 
AC138783.11,NA,0,1, 
AC138783.12,NA,1.316917426,0.557309341, 
AC139099.3,NA,-0.116665881,1, 
AC139099.4,NA,0,1, 
AC139100.2,NA,-0.789039533,0.556752891, 
AC139426.2,NA,0,1, 
AC140481.2,NA,-1.588746874,0.620682185, 
AC140481.8,NA,0,1, 
AC141586.5,NA,-0.432426653,0.917411976, 
AC141928.1,NA,-3.66846204,0.096715311, 
AC141930.2,NA,-0.227075653,0.880006203, 
AC142119.1,NA,-1.055946534,0.643018949, 
AC142528.1,NA,1.260266176,0.664663666, 
AC144450.1,NA,0.465367321,0.799726815, 
AC144450.2,NA,-0.220988337,1, 
AC144521.1,NA,-0.356535999,0.910917098, 
AC144838.3,NA,-1.100854257,0.758031119, 
AC145110.1,NA,-1.653623845,0.062022729, 
AC145123.2,NA,-0.417405269,0.774581208, 
AC147651.3,NA,0.092825687,1, 
AC147651.4,NA,0.137844222,1, 
AC156455.1,NA,0.075640692,1, 
AC159540.1,NA,-0.165985826,0.965963091, 
AC159540.2,NA,0,1, 
AC159540.3,NA,-0.8534701,0.83605334, 
AC174470.1,NA,0.428637705,0.790129007, 
AC187652.1,NA,0.428926008,0.946357441, 
AC195454.1,NA,-0.089836733,1, 
AC226118.1,NA,-1.757092059,0.376018853, 
AC226119.5,NA,0.055598105,0.989236758, 
AC226150.4,NA,-0.904159432,0.684518091, 
AC233263.1,NA,0,1, 
ACE_1,NA,-1.479954203,0.251440934, 
ACE2,NA,0.075640692,0.960962627, 
ACN9,NA,0.156185031,1, 
ACOT1,NA,0.050408465,0.998307453, 
ACPL2,NA,-0.421847141,0.929149528, 
ACPP,NA,-0.616342397,0.878913071, 
ACPT,NA,-1.124456602,0.54807812, 
ACRC,NA,-2.187165911,0.307645632, 
ACTA2-AS1,NA,-0.038492406,1, 
ACTL10,NA,0,1, 
AD000090.2,NA,-1.091957864,0.680926307, 
ADAM20P1,NA,0,1, 
ADAM5,NA,0,1, 
ADAMTS7P2,NA,0.580482024,0.882655947, 
ADC,NA,-2.967927137,0.091454809, 
ADCK3,NA,-0.488196201,0.703164086, 
ADCK4,NA,-0.926264489,0.443043314, 
ADIPOQ,NA,-0.087678135,0.930729371, 
ADPRHL2,NA,0.157746503,1, 
ADRBK1,NA,-0.275624572,0.792001901, 
ADRBK2,NA,0.106780555,0.95708513, 
ADSS,NA,-0.140293714,0.982528881, 
ADSSL1,NA,-1.695540345,0.365063759, 
AE000661.37,NA,0.272772666,0.968572083, 
AES,NA,-0.28301977,0.720400246, 
AF001548.5,NA,-0.43418759,0.684518091, 
AF001550.7,NA,0.070733491,0.968270412, 
AF038458.5,NA,0.246981792,0.923726799, 
AF064858.11,NA,0.318254624,0.845623827, 
AF064858.6,NA,-1.827305336,0.243777533, 
AF064858.7,NA,0,1, 
AF064858.8,NA,-0.106550915,1, 
AF064860.7,NA,0.103759375,1, 
AF096876.1,NA,0,1, 
AF121897.4,NA,-2.71186561,0.00254332, 
AF121898.3,NA,0,1, 
AF127577.8,NA,0,1, 
AF127936.3,NA,-0.43092725,0.671870937, 
AF127936.5,NA,-0.36811222,0.923977363, 
AF127936.7,NA,0.208754364,1, 
AF131215.5,NA,0.050408465,0.998307453, 
AF131217.1,NA,-1.813255901,0.435814614, 
AF146191.4,NA,0.500316358,0.884950707, 
AF186192.5,NA,-0.295119145,0.653347311, 
AF196779.12,NA,0.492586831,0.802920328, 
AF196972.4,NA,-0.604013568,0.889250025, 
AF196972.9,NA,1.260369159,0.752197992, 
AFAP1-AS1,NA,0.000919641,1, 
AGAP10,NA,0.030048887,1, 
AGAP7,NA,0.173379483,1, 
AGAP8,NA,0.595944179,0.800159247, 
AGMO,NA,0.060714131,0.982528881, 
AGPAT6,NA,0.089215044,1, 
AGPAT9,NA,-0.426259573,0.913600052, 
AHSA2,NA,-0.334217753,0.801972434, 
AIM1,NA,-0.3361786,0.792001901, 
AIM1L,NA,-1.700347191,0.266330128, 
AJ003147.9,NA,-0.161808942,0.947914399, 
AJ006995.3,NA,0.392210709,0.774143129, 
AJ006998.2,NA,0.228853667,0.956786057, 
AJ009632.3,NA,0.321103856,0.689770561, 
AJ239322.1,NA,-1.645589492,0.713148099, 
AJ271736.10,NA,0.108239852,1, 
AKAP2,NA,0.696887958,0.557668638, 
AKR1B10,NA,-0.080952174,0.946040182, 
AKR1CL1,NA,0.772242408,0.704694474, 
AKT3-IT1,NA,-0.067211287,0.968954043, 
AL009178.1,NA,-0.392981587,0.723392742, 
AL021068.1,NA,0.554307679,0.801592737, 
AL021546.6,NA,-0.75099358,0.802920328, 
AL021707.2,NA,0,1, 
AL022341.3,NA,-0.859064605,0.299666544, 
AL022344.4,NA,0,1, 
AL022476.2,NA,-0.139389395,1, 
AL023583.1,NA,-0.1949875,0.788504015, 
AL031663.2,NA,-0.605029547,0.758809445, 
AL031666.2,NA,-0.220988337,0.768185457, 
AL033381.1,NA,-1.496112083,0.443714011, 
AL035610.2,NA,0,1, 
AL049542.1,NA,-0.392506637,0.887096924, 
AL049829.1,NA,0.070733491,0.968270412, 
AL049840.1,NA,0,1, 
AL050303.1,NA,-2.884976038,0.317690045, 
AL078585.1,NA,-0.719732865,0.648045884, 
AL079342.1,NA,-1.355522539,0.556479773, 
AL109659.1,NA,-0.119965315,1, 
AL117190.3,NA,-0.615998969,0.793064891, 
AL121656.5,NA,0,1, 
AL121901.1,NA,0,1, 
AL122127.25,NA,-0.069407772,1, 
AL132709.1,NA,-0.054420826,1, 
AL132709.5,NA,1.494215765,0.600938481, 
AL132709.8,NA,0.28709796,0.793064891, 
AL132796.1,NA,-0.8050125,0.657202052, 
AL132989.1,NA,-0.121031068,0.902194952, 
AL133373.1,NA,-1.768976541,0.3450668, 
AL133458.1,NA,0.364954436,0.675765562, 
AL133481.1,NA,-1.314521644,0.705921782, 
AL133493.2,NA,0,1, 
AL136115.1,NA,-0.561993864,0.668093459, 
AL136218.1,NA,0.280069551,0.691383334, 
AL136376.1,NA,0,1, 
AL136419.6,NA,0.181830878,0.94302483, 
AL136531.1,NA,-0.03208003,1, 
AL138847.1,NA,-0.095627049,0.917411976, 
AL139099.1,NA,-0.979623686,0.565267029, 
AL139819.1,NA,0,1, 
AL157902.3,NA,0,1, 
AL158091.1,NA,0.105566275,1, 
AL162151.4,NA,-1.172425231,0.667386238, 
AL162389.1,NA,-0.132989261,0.906647692, 
AL162574.1,NA,0,1, 
AL163636.6,NA,-0.522947612,0.65910513, 
AL163953.3,NA,-0.006895571,1, 
AL353662.2,NA,-0.080952174,0.946040182, 
AL353671.2,NA,0,1, 
AL353698.1,NA,-0.019008189,1, 
AL353898.2,NA,-0.119965315,1, 
AL353997.3,NA,0,1, 
AL354718.1,NA,-0.381994321,0.839661915, 
AL354898.1,NA,0,1, 
AL355390.1,NA,-1.073119459,0.650772034, 
AL356475.1,NA,0,1, 
AL357673.1,NA,-0.030061599,1, 
AL359091.2,NA,-0.510501109,0.884334835, 
AL359195.1,NA,-2.610156243,0.081807957, 
AL359878.1,NA,-0.785173477,0.860961414, 
AL360004.1,NA,-3.155439933,0.021638722, 
AL390778.1,NA,0,1, 
AL391005.1,NA,-1.257048696,0.483801071, 
AL441883.1,NA,-0.637390641,0.883713065, 
AL445665.1,NA,-0.107309365,0.930729371, 
AL445989.1,NA,0.349222538,0.83595369, 
AL450307.1,NA,-2.749715274,0.020800532, 
AL450992.2,NA,-0.023484314,1, 
AL589739.1,NA,-0.241201187,0.883598002, 
AL589743.1,NA,-0.345319959,0.965369768, 
AL590369.1,NA,0,1, 
AL590483.1,NA,-1.819842087,0.443305268, 
AL590560.1,NA,0.619149723,0.831801669, 
AL590708.2,NA,-1.839609617,0.470608835, 
AL590762.6,NA,1.250028209,0.508788868, 
AL590822.1,NA,-0.074130807,0.957099368, 
AL591479.1,NA,-1.960569766,0.180953528, 
AL591516.5,NA,0,1, 
AL591684.1,NA,0,1, 
AL592284.1,NA,-0.217081702,0.998307453, 
AL592494.5,NA,-2.72731648,0.162819625, 
AL592528.1,NA,-0.795143679,0.526208669, 
AL603965.1,NA,-0.155658039,1, 
AL627309.1,NA,-1.229608211,0.372439447, 
AL645728.1,NA,-1.734773732,0.538612575, 
AL645728.2,NA,0.099222538,0.921816666, 
AL645730.2,NA,0,1, 
AL672294.1,NA,0,1, 
AL773602.1,NA,-0.074130807,0.957099368, 
